AGE,Base Salary,CUM YEARLY CASH,Cap Hit,Dead,Dead Cap,Misc.,Option,PLAYER,Restructure,Roster,Roster Bonus,Signing,Signing Bonus,TEAM,Workout,Workout Bonus,YEAR,Yearly Cash
30,"$17,410,000","$85,000,000","$23,260,000",,"$6,500,000",,"$1,500,000",Arik Armstead,,"$750,000",,"$3,500,000",,49ers,"$100,000",,2024,"$18,260,000"
31,-,,"$1,500,000",,"$1,500,000",,"$1,500,000",Arik Armstead,,-,,-,,49ers,-,,2025,-
27,"$2,000,000","$22,000,000","$6,000,000",,"$40,000,000",,,Zack Martin,,-,,"$4,000,000",,Cowboys,,,2018,"$22,000,000"
28,"$10,000,000","$32,020,956","$14,000,000",,"$34,000,000",,,Zack Martin,,-,,"$4,000,000",,Cowboys,,,2019,"$10,020,956"
29,"$11,000,000","$43,020,956","$15,000,000",,"$20,000,000",,,Zack Martin,,-,,"$4,000,000",,Cowboys,,,2020,"$11,000,000"
30,"$11,000,000","$54,020,956","$15,000,000",,"$8,000,000",,,Zack Martin,,-,,"$4,000,000",,Cowboys,,,2021,"$11,000,000"
31,"$11,841,000","$65,861,956","$15,841,000",,"$4,000,000",,,Zack Martin,,-,,"$4,000,000",,Cowboys,,,2022,"$11,841,000"
32,"$13,500,000","$79,361,956","$13,500,000",,-,,,Zack Martin,,-,,-,,Cowboys,,,2023,"$13,500,000"
33,"$13,000,000","$93,361,956","$14,000,000",,-,,,Zack Martin,,"$1,000,000",,-,,Cowboys,,,2024,"$14,000,000"
25,"$825,000","$15,825,000","$3,825,000",,"$26,000,000",,-,Landon Collins,,-,,"$3,000,000",,Redskins,,,2019,"$15,825,000"
26,"$10,000,000","$31,825,000","$14,200,000",,"$28,000,000",,"$1,200,000",Landon Collins,,-,,"$3,000,000",,Redskins,,,2020,"$16,000,000"
27,"$12,500,000","$44,825,000","$17,200,000",,"$13,800,000",,"$1,200,000",Landon Collins,,"$500,000",,"$3,000,000",,Redskins,,,2021,"$13,000,000"
28,"$11,500,000","$56,825,000","$16,200,000",,"$9,600,000",,"$1,200,000",Landon Collins,,"$500,000",,"$3,000,000",,Redskins,,,2022,"$12,000,000"
29,"$12,500,000","$69,825,000","$17,200,000",,"$5,400,000",,"$1,200,000",Landon Collins,,"$500,000",,"$3,000,000",,Redskins,,,2023,"$13,000,000"
30,"$13,500,000","$83,825,000","$15,200,000",,"$1,200,000",,"$1,200,000",Landon Collins,,"$500,000",,-,,Redskins,,,2024,"$14,000,000"
26,"$12,378,000","$23,378,000","$23,378,000",,"$39,378,000",,,DeForest Buckner,,"$11,000,000",,,,Colts,,,2020,"$23,378,000"
27,"$1,000,000","$40,378,000","$17,000,000",,"$32,000,000",,,DeForest Buckner,,"$16,000,000",,,,Colts,,,2021,"$17,000,000"
28,"$11,000,000","$56,378,000","$16,000,000",,-,,,DeForest Buckner,,"$5,000,000",,,,Colts,,,2022,"$16,000,000"
29,"$18,750,000","$76,128,000","$19,750,000",,-,,,DeForest Buckner,,"$1,000,000",,,,Colts,,,2023,"$19,750,000"
30,"$20,250,000","$96,378,000","$20,250,000",,-,,,DeForest Buckner,,-,,,,Colts,,,2024,"$20,250,000"
38,"$13,000,000","$25,000,000","$25,000,000",,"$25,000,000",,,Philip Rivers,,,,"$12,000,000",,Colts,,,2020,"$25,000,000"
27,"$7,000,000","$22,000,000","$10,000,000",,"$31,000,000",,,Chandler Jones,-,,,"$3,000,000",,Cardinals,,,2017,"$22,000,000"
28,"$12,500,000","$34,500,000","$15,500,000",,"$36,000,000",,,Chandler Jones,-,,,"$3,000,000",,Cardinals,,,2018,"$12,500,000"
29,"$9,500,000","$51,014,955","$14,833,333",,"$25,500,000",,,Chandler Jones,"$2,333,333",,,"$3,000,000",,Cardinals,,,2019,"$16,514,955"
30,"$16,000,000","$67,014,955","$21,333,333",,"$10,666,667",,,Chandler Jones,"$2,333,333",,,"$3,000,000",,Cardinals,,,2020,"$16,000,000"
31,"$15,500,000","$82,514,955","$20,833,334",,"$5,333,334",,,Chandler Jones,"$2,333,334",,,"$3,000,000",,Cardinals,,,2021,"$15,500,000"
25,"$8,258,000","$18,258,000","$18,258,000",,"$38,258,000",,,Mike Evans,-,"$10,000,000",,,,Buccaneers,,,2018,"$18,258,000"
26,"$9,000,000","$38,258,000","$13,600,000",,"$20,000,000",,,Mike Evans,"$1,600,000","$3,000,000",,,,Buccaneers,,,2019,"$20,000,000"
27,"$16,750,000","$55,008,000","$18,350,000",,"$18,150,000",,,Mike Evans,"$1,600,000",-,,,,Buccaneers,,,2020,"$16,750,000"
28,"$12,250,000","$67,258,000","$13,850,000",,"$4,800,000",,,Mike Evans,"$1,600,000",-,,,,Buccaneers,,,2021,"$12,250,000"
29,"$14,000,000","$81,258,000","$15,600,000",,"$3,200,000",,,Mike Evans,"$1,600,000",-,,,,Buccaneers,,,2022,"$14,000,000"
30,"$13,000,000","$95,758,000","$16,100,000",,"$1,600,000",,,Mike Evans,"$1,600,000","$1,500,000",,,,Buccaneers,,,2023,"$14,500,000"
27,"$11,000,000","$26,000,000","$14,000,000",,"$46,000,000",,,Byron Jones,,-,,"$3,000,000",,Dolphins,-,,2020,"$26,000,000"
28,"$14,000,000","$40,000,000","$17,000,000",,"$32,000,000",,,Byron Jones,,-,,"$3,000,000",,Dolphins,-,,2021,"$14,000,000"
29,"$14,375,000","$54,375,000","$17,375,000",,"$15,000,000",,,Byron Jones,,-,,"$3,000,000",,Dolphins,-,,2022,"$14,375,000"
30,"$13,500,000","$68,475,000","$17,100,000",,"$6,000,000",,,Byron Jones,,"$500,000",,"$3,000,000",,Dolphins,"$100,000",,2023,"$14,100,000"
31,"$12,425,000","$82,500,000","$17,025,000",,"$3,000,000",,,Byron Jones,,"$1,500,000",,"$3,000,000",,Dolphins,"$100,000",,2024,"$14,025,000"
25,"$8,000,000","$24,000,000","$18,000,000",,"$36,500,000",,,DeAndre Hopkins,,"$8,500,000",,"$1,500,000",,Cardinals,,,2017,"$24,000,000"
26,"$12,500,000","$36,500,000","$14,000,000",,"$18,500,000",,,DeAndre Hopkins,,-,,"$1,500,000",,Cardinals,,,2018,"$12,500,000"
27,"$12,500,000","$49,000,000","$14,000,000",,"$17,000,000",,,DeAndre Hopkins,,-,,"$1,500,000",,Cardinals,,,2019,"$12,500,000"
28,"$12,500,000","$61,500,000","$12,500,000",,-,,,DeAndre Hopkins,,-,,-,,Cardinals,,,2020,"$12,500,000"
29,"$13,500,000","$75,000,000","$13,500,000",,-,,,DeAndre Hopkins,,-,,-,,Cardinals,,,2021,"$13,500,000"
30,"$13,915,000","$88,915,000","$13,915,000",,-,,,DeAndre Hopkins,,-,,-,,Cardinals,,,2022,"$13,915,000"
24,"$4,000,000","$11,000,000","$5,400,000",,"$20,459,000",,-,Brandin Cooks,,-,,"$1,400,000",,Rams,,,2018,"$11,000,000"
25,"$1,000,000","$38,459,000","$15,259,000",,"$36,059,000",,"$3,400,000",Brandin Cooks,,"$9,459,000",,"$1,400,000",,Rams,,,2019,"$27,459,000"
26,"$8,000,000","$50,459,000","$16,800,000",,"$29,800,000",,"$3,400,000",Brandin Cooks,,"$4,000,000",,"$1,400,000",,Rams,,,2020,"$12,000,000"
27,"$12,000,000","$62,459,000","$16,800,000",,"$13,000,000",,"$3,400,000",Brandin Cooks,,-,,"$1,400,000",,Rams,,,2021,"$12,000,000"
28,"$13,000,000","$75,459,000","$17,800,000",,"$8,200,000",,"$3,400,000",Brandin Cooks,,-,,"$1,400,000",,Rams,,,2022,"$13,000,000"
29,"$14,000,000","$89,459,000","$17,400,000",,"$3,400,000",,"$3,400,000",Brandin Cooks,,-,,-,,Rams,,,2023,"$14,000,000"
28,"$6,000,000","$20,000,000","$10,000,000",,"$35,000,000",,,Kawann Short,-,-,,"$4,000,000",,Panthers,-,,2017,"$20,000,000"
29,"$12,500,000","$39,000,000","$17,000,000",,"$29,000,000",,,Kawann Short,-,-,,"$4,000,000",,Panthers,"$500,000",,2018,"$19,000,000"
30,"$930,000","$52,002,644","$7,744,000",,"$25,000,000",,,Kawann Short,"$2,314,000",-,,"$4,000,000",,Panthers,"$500,000",,2019,"$13,002,644"
31,"$12,500,000","$65,127,644","$19,464,000",,"$17,356,000",,,Kawann Short,"$2,339,000","$125,000",,"$4,000,000",,Panthers,"$500,000",,2020,"$13,125,000"
32,"$12,000,000","$79,627,644","$20,839,000",,"$11,017,000",,,Kawann Short,"$2,339,000","$2,000,000",,"$4,000,000",,Panthers,"$500,000",,2021,"$14,500,000"
33,-,,"$2,339,000",,"$4,678,000",,,Kawann Short,"$2,339,000",-,,-,,Panthers,-,,2022,-
34,-,,"$2,339,000",,-,,,Kawann Short,"$2,339,000",-,,-,,Panthers,-,,2023,-
27,"$1,000,000","$18,982,352","$10,700,000",,"$34,000,000",,,Taylor Lewan,,"$7,500,000",,"$2,200,000",,Titans,,,2018,"$18,982,352"
28,"$11,088,235","$30,070,587","$13,288,235",,"$39,300,000",,,Taylor Lewan,,-,,"$2,200,000",,Titans,,,2019,"$11,088,235"
29,"$16,000,000","$46,070,587","$18,200,000",,"$22,600,000",,,Taylor Lewan,,-,,"$2,200,000",,Titans,,,2020,"$16,000,000"
30,"$11,600,000","$57,670,587","$13,800,000",,"$4,400,000",,,Taylor Lewan,,-,,"$2,200,000",,Titans,,,2021,"$11,600,000"
31,"$12,900,000","$70,570,587","$15,100,000",,"$2,200,000",,,Taylor Lewan,,-,,"$2,200,000",,Titans,,,2022,"$12,900,000"
32,"$14,841,000","$85,411,587","$14,841,000",,-,,,Taylor Lewan,,-,,-,,Titans,,,2023,"$14,841,000"
25,"$3,500,000","$21,500,000","$15,500,000",,"$34,000,000",,,Jarvis Landry,,"$10,500,000",,"$1,500,000",,Browns,-,,2018,"$21,500,000"
26,"$12,500,000","$34,066,078","$14,050,000",,"$18,550,000",,,Jarvis Landry,,-,,"$1,500,000",,Browns,"$50,000",,2019,"$12,566,078"
27,"$13,000,000","$47,116,078","$14,550,000",,"$17,500,000",,,Jarvis Landry,,-,,"$1,500,000",,Browns,"$50,000",,2020,"$13,050,000"
28,"$12,500,000","$60,416,078","$14,800,000",,"$3,000,000",,,Jarvis Landry,,"$750,000",,"$1,500,000",,Browns,"$50,000",,2021,"$13,300,000"
29,"$14,300,000","$75,516,078","$16,600,000",,"$1,500,000",,,Jarvis Landry,,"$750,000",,"$1,500,000",,Browns,"$50,000",,2022,"$15,100,000"
26,"$1,285,641","$15,285,641","$10,349,830",,"$27,849,830",,,Xavien Howard,,"$7,000,000",,"$2,064,189",,Dolphins,-,,2019,"$15,285,641"
27,"$11,900,000","$27,210,641","$13,325,000",,"$20,000,000",,,Xavien Howard,,-,,"$1,400,000",,Dolphins,"$25,000",,2020,"$11,925,000"
28,"$12,075,000","$39,310,641","$13,500,000",,"$6,700,000",,,Xavien Howard,,-,,"$1,400,000",,Dolphins,"$25,000",,2021,"$12,100,000"
29,"$12,375,000","$52,285,641","$14,375,000",,"$2,800,000",,,Xavien Howard,,"$500,000",,"$1,400,000",,Dolphins,"$100,000",,2022,"$12,975,000"
30,"$11,400,000","$64,285,641","$13,400,000",,"$1,400,000",,,Xavien Howard,,"$500,000",,"$1,400,000",,Dolphins,"$100,000",,2023,"$12,000,000"
31,"$11,650,000","$76,535,641","$12,250,000",,-,,,Xavien Howard,,"$500,000",,-,,Dolphins,"$100,000",,2024,"$12,250,000"
26,"$5,500,000","$19,446,000","$8,289,200",,"$36,746,000",,-,Jake Matthews,-,,,"$2,789,200",,Falcons,,,2018,"$19,446,000"
27,"$2,125,000","$34,981,224","$7,589,200",,"$26,656,800",,"$1,800,000",Jake Matthews,"$875,000",,,"$2,789,200",,Falcons,,,2019,"$15,535,224"
28,"$3,550,000","$45,531,224","$10,772,950",,"$29,652,600",,"$1,800,000",Jake Matthews,"$2,633,750",,,"$2,789,200",,Falcons,,,2020,"$10,550,000"
29,"$13,000,000","$58,531,224","$20,222,950",,"$18,879,650",,"$1,800,000",Jake Matthews,"$2,633,750",,,"$2,789,200",,Falcons,,,2021,"$13,000,000"
30,"$12,500,000","$71,031,224","$19,722,950",,"$11,656,700",,"$1,800,000",Jake Matthews,"$2,633,750",,,"$2,789,200",,Falcons,,,2022,"$12,500,000"
31,"$14,000,000","$85,031,224","$18,433,750",,"$4,433,750",,"$1,800,000",Jake Matthews,"$2,633,750",,,-,,Falcons,,,2023,"$14,000,000"
23,"$1,907,000","$17,407,000","$5,563,806",,"$17,063,806","$500,000",,Danielle Hunter,-,-,,"$3,156,806",,Vikings,-,,2018,"$17,407,000"
24,"$9,400,000","$27,907,000","$13,500,000",,"$21,500,000","$500,000",,Danielle Hunter,-,"$500,000",,"$3,000,000",,Vikings,"$100,000",,2019,"$10,500,000"
25,"$2,900,000","$39,407,000","$8,500,000",,"$19,900,000",-,,Danielle Hunter,"$2,000,000","$500,000",,"$3,000,000",,Vikings,"$100,000",,2020,"$11,500,000"
26,"$11,400,000","$51,407,000","$17,000,000",,"$12,000,000",-,,Danielle Hunter,"$2,000,000","$500,000",,"$3,000,000",,Vikings,"$100,000",,2021,"$12,000,000"
27,"$11,400,000","$63,407,000","$17,000,000",,"$70,000,000",-,,Danielle Hunter,"$2,000,000","$500,000",,"$3,000,000",,Vikings,"$100,000",,2022,"$12,000,000"
28,"$11,400,000","$75,407,000","$14,000,000",,"$2,000,000",-,,Danielle Hunter,"$2,000,000","$500,000",,-,,Vikings,"$100,000",,2023,"$12,000,000"
24,"$1,907,000","$16,907,000","$4,963,929",,"$16,963,929",,,Stefon Diggs,,-,,"$3,056,929",,Bills,-,,2018,"$16,907,000"
25,"$8,900,000","$26,407,000","$12,500,000",,"$21,000,000",,,Stefon Diggs,,"$500,000",,"$3,000,000",,Bills,"$100,000",,2019,"$9,500,000"
26,"$10,900,000","$37,907,000","$11,500,000",,"$10,900,000",,,Stefon Diggs,,"$500,000",,-,,Bills,"$100,000",,2020,"$11,500,000"
27,"$11,400,000","$49,907,000","$12,000,000",,"$6,000,000",,,Stefon Diggs,,"$500,000",,-,,Bills,"$100,000",,2021,"$12,000,000"
28,"$11,400,000","$61,907,000","$12,000,000",,"$3,000,000",,,Stefon Diggs,,"$500,000",,-,,Bills,"$100,000",,2022,"$12,000,000"
29,"$11,400,000","$73,907,000","$12,000,000",,-,,,Stefon Diggs,,"$500,000",,-,,Bills,"$100,000",,2023,"$12,000,000"
29,"$805,000","$14,100,705","$7,656,911",,"$38,347,206",,-,Lane Johnson,"$4,251,206",-,,"$2,600,000",,Eagles,$705,,2019,"$14,100,705"
30,"$7,785,000","$26,535,705","$15,921,500",,"$48,846,000",,"$240,000",Lane Johnson,"$5,146,500",-,,"$2,600,000",,Eagles,"$150,000",,2020,"$12,435,000"
31,"$9,565,000","$40,250,705","$16,501,500",,"$33,074,500",,"$1,040,000",Lane Johnson,"$5,146,500",-,,"$600,000",,Eagles,"$150,000",,2021,"$13,715,000"
32,"$7,000,000","$53,445,705","$12,718,000",,"$16,723,000",,"$2,249,000",Lane Johnson,"$2,719,000",-,,"$600,000",,Eagles,"$150,000",,2022,"$13,195,000"
33,"$4,625,000","$58,320,705","$10,443,000",,"$11,695,000",,"$2,249,000",Lane Johnson,"$2,719,000",-,,"$600,000",,Eagles,"$250,000",,2023,"$4,875,000"
34,"$6,025,000","$65,845,705","$10,434,000",,"$6,127,000",,"$2,909,000",Lane Johnson,-,"$1,250,000",,-,,Eagles,"$250,000",,2024,"$7,525,000"
35,"$9,575,000","$76,920,705","$13,084,000",,"$3,218,000",,"$2,009,000",Lane Johnson,-,"$1,250,000",,-,,Eagles,"$250,000",,2025,"$11,075,000"
36,"$14,525,000","$91,445,705","$15,734,000",,"$1,209,000",,"$1,209,000",Lane Johnson,-,-,,-,,Eagles,-,,2026,"$14,525,000"
37,"$18,384,500","$109,830,205","$18,384,500",,-,,-,Lane Johnson,-,-,,-,,Eagles,-,,2027,"$18,384,500"
38,"$21,035,000","$130,865,205","$21,035,000",,-,,-,Lane Johnson,-,-,,-,,Eagles,-,,2028,"$21,035,000"
26,"$2,025,000","$11,025,000","$4,049,265",,"$19,849,265",,,Kevin Byard,,-,,"$2,024,265",,Titans,,,2019,"$11,025,000"
27,"$8,600,000","$20,125,000","$10,900,000",,"$21,400,000",,,Kevin Byard,,"$500,000",,"$1,800,000",,Titans,,,2020,"$9,100,000"
28,"$11,200,000","$31,825,000","$13,500,000",,"$11,000,000",,,Kevin Byard,,"$500,000",,"$1,800,000",,Titans,,,2021,"$11,700,000"
29,"$12,000,000","$44,325,000","$14,300,000",,"$3,600,000",,,Kevin Byard,,"$500,000",,"$1,800,000",,Titans,,,2022,"$12,500,000"
30,"$13,600,000","$58,425,000","$15,900,000",,"$1,800,000",,,Kevin Byard,,"$500,000",,"$1,800,000",,Titans,,,2023,"$14,100,000"
31,"$13,600,000","$72,525,000","$14,100,000",,-,,,Kevin Byard,,"$500,000",,-,,Titans,,,2024,"$14,100,000"
24,"$888,114","$16,249,999","$6,937,132",,"$19,224,932",,,Patrick Peterson,-,-,,"$6,049,018",,Cardinals,-,,2014,"$16,249,999"
25,"$11,619,114","$27,981,540","$14,791,491",,"$23,908,622",,,Patrick Peterson,-,-,,"$3,072,377",,Cardinals,"$100,000",,2015,"$11,731,541"
26,"$6,577,059","$37,981,540","$10,534,024",,"$17,947,954",,,Patrick Peterson,"$634,588",-,,"$3,072,377",,Cardinals,"$250,000",,2016,"$10,000,000"
27,"$9,750,000","$47,981,540","$13,706,965",,"$18,048,518",,,Patrick Peterson,"$634,588",-,,"$3,072,377",,Cardinals,"$250,000",,2017,"$10,000,000"
28,"$11,000,000","$59,231,540","$14,956,965",,"$16,226,141",,,Patrick Peterson,"$634,588",-,,"$3,072,377",,Cardinals,"$250,000",,2018,"$11,250,000"
29,"$7,117,647","$66,612,517","$8,002,235",,"$1,519,176",,,Patrick Peterson,"$634,588",-,,-,,Cardinals,"$250,000",,2019,"$7,380,977"
30,"$12,050,000","$79,162,517","$13,184,588",,"$634,588",,,Patrick Peterson,"$634,588","$250,000",,-,,Cardinals,"$250,000",,2020,"$12,550,000"
30,"$3,000,000","$18,500,000","$6,100,000",,"$18,500,000",,,Robert Quinn,,,,"$3,100,000",,Bears,-,,2020,"$18,500,000"
31,"$11,500,000","$30,100,000","$14,700,000",,"$23,900,000",,,Robert Quinn,,,,"$3,100,000",,Bears,"$100,000",,2021,"$11,600,000"
32,"$12,800,000","$43,000,000","$16,000,000",,"$9,300,000",,,Robert Quinn,,,,"$3,100,000",,Bears,"$100,000",,2022,"$12,900,000"
33,"$13,900,000","$57,000,000","$17,100,000",,"$6,200,000",,,Robert Quinn,,,,"$3,100,000",,Bears,"$100,000",,2023,"$14,000,000"
34,"$12,900,000","$70,000,000","$16,100,000",,"$3,100,000",,,Robert Quinn,,,,"$3,100,000",,Bears,"$100,000",,2024,"$13,000,000"
24,"$835,678","$5,941,707","$2,566,584",,"$26,537,584",,-,Jaylon Smith,,,,"$1,730,906",,Cowboys,,,2019,"$5,941,707"
25,"$5,171,000","$19,112,707","$7,771,000",,"$23,971,000",,"$1,600,000",Jaylon Smith,,,,"$1,000,000",,Cowboys,,,2020,"$13,171,000"
26,"$7,200,000","$26,312,707","$9,800,000",,"$9,400,000",,"$1,600,000",Jaylon Smith,,,,"$1,000,000",,Cowboys,,,2021,"$7,200,000"
27,"$9,200,000","$35,512,707","$11,800,000",,"$6,800,000",,"$1,600,000",Jaylon Smith,,,,"$1,000,000",,Cowboys,,,2022,"$9,200,000"
28,"$11,000,000","$46,512,707","$13,600,000",,"$4,200,000",,"$1,600,000",Jaylon Smith,,,,"$1,000,000",,Cowboys,,,2023,"$11,000,000"
29,"$11,000,000","$57,512,707","$12,600,000",,"$1,600,000",,"$1,600,000",Jaylon Smith,,,,-,,Cowboys,,,2024,"$11,000,000"
30,"$12,350,000","$69,862,707","$12,350,000",,-,,-,Jaylon Smith,,,,-,,Cowboys,,,2025,"$12,350,000"
27,"$4,750,000","$15,111,383","$10,600,388",,"$34,215,000",,"$1,480,388",Trent Williams,,"$2,000,000",,"$2,120,000",,Redskins,"$250,000",,2015,"$15,111,383"
28,"$5,161,764","$30,021,297","$8,906,394",,"$23,550,000",,"$1,905,880",Trent Williams,,"$218,750",,"$1,620,000",,Redskins,-,,2016,"$14,909,914"
29,"$11,250,000","$41,427,547","$14,963,380",,"$24,350,000",,"$1,905,880",Trent Williams,,"$187,500",,"$1,620,000",,Redskins,-,,2017,"$11,406,250"
30,"$9,850,000","$51,480,672","$13,579,005",,"$18,967,640",,"$1,905,880",Trent Williams,,"$203,125",,"$1,620,000",,Redskins,-,,2018,"$10,053,125"
31,"$10,850,000","$52,118,907","$3,525,880",,"$5,511,760",,"$1,905,880",Trent Williams,,-,,"$762,353",,Redskins,-,,2019,"$638,235"
32,"$12,500,000","$64,618,907","$14,500,000",,"$2,000,000",,"$2,000,000",Trent Williams,,-,,-,,Redskins,-,,2020,"$12,500,000"
37,"$2,500,000","$45,000,000","$26,200,000",,"$43,700,000",,,Ben Roethlisberger,-,"$5,000,000",,"$18,700,000",,Steelers,,,2019,"$45,000,000"
38,"$1,500,000","$66,000,000","$23,750,000",,"$44,500,000",,,Ben Roethlisberger,"$9,750,000",-,,"$12,500,000",,Steelers,,,2020,"$21,000,000"
39,"$4,000,000","$85,000,000","$41,250,000",,"$22,250,000",,,Ben Roethlisberger,"$9,750,000","$15,000,000",,"$12,500,000",,Steelers,,,2021,"$19,000,000"
26,"$6,500,000","$24,518,433","$11,000,000",,"$38,000,000",,-,Grady Jarrett,-,,,"$4,500,000",,Falcons,,,2019,"$24,518,433"
27,"$5,001,000","$38,018,433","$12,334,000",,"$31,500,000",,"$1,000,000",Grady Jarrett,"$1,833,000",,,"$4,500,000",,Falcons,,,2020,"$13,500,000"
28,"$13,500,000","$51,518,433","$20,833,000",,"$19,166,000",,"$1,000,000",Grady Jarrett,"$1,833,000",,,"$4,500,000",,Falcons,,,2021,"$13,500,000"
29,"$16,500,000","$68,018,433","$23,833,000",,"$7,333,000",,"$1,000,000",Grady Jarrett,"$1,833,000",,,"$4,500,000",,Falcons,,,2022,"$16,500,000"
26,"$3,000,000","$13,500,000","$5,468,750",,"$26,000,000",,,A.J. Bouye,,"$468,750",,"$2,000,000",,Broncos,,,2017,"$13,500,000"
27,"$13,000,000","$26,906,250","$15,406,250",,"$21,000,000",,,A.J. Bouye,,"$406,250",,"$2,000,000",,Broncos,,,2018,"$13,406,250"
28,"$13,000,000","$40,343,750","$15,437,500",,"$6,000,000",,,A.J. Bouye,,"$437,500",,"$2,000,000",,Broncos,,,2019,"$13,437,500"
29,"$13,000,000","$53,781,250","$13,437,500",,-,,,A.J. Bouye,,"$437,500",,-,,Broncos,,,2020,"$13,437,500"
30,"$13,000,000","$67,281,250","$13,500,000",,-,,,A.J. Bouye,,"$500,000",,-,,Broncos,,,2021,"$13,500,000"
27,"$2,900,000","$16,000,000","$5,600,000",,"$16,000,000",,,Anthony Barr,,-,,"$2,600,000",,Vikings,"$100,000",,2019,"$16,000,000"
28,"$10,000,000","$26,100,000","$12,700,000",,"$20,400,000",,,Anthony Barr,,-,,"$2,600,000",,Vikings,"$100,000",,2020,"$10,100,000"
29,"$12,300,000","$39,000,000","$15,500,000",,"$7,800,000",,,Anthony Barr,,"$500,000",,"$2,600,000",,Vikings,"$100,000",,2021,"$12,900,000"
30,"$12,400,000","$52,000,000","$15,600,000",,"$5,200,000",,,Anthony Barr,,"$500,000",,"$2,600,000",,Vikings,"$100,000",,2022,"$13,000,000"
31,"$14,900,000","$67,500,000","$18,100,000",,"$2,600,000",,,Anthony Barr,,"$500,000",,"$2,600,000",,Vikings,"$100,000",,2023,"$15,500,000"
26,"$2,000,000","$17,000,000","$5,000,000",,"$30,000,000",,,Andrew Norwell,,,,"$3,000,000",,Jaguars,,,2018,"$17,000,000"
27,"$13,000,000","$30,000,000","$16,000,000",,"$25,000,000",,,Andrew Norwell,,,,"$3,000,000",,Jaguars,,,2019,"$13,000,000"
28,"$11,500,000","$41,500,000","$14,500,000",,"$9,000,000",,,Andrew Norwell,,,,"$3,000,000",,Jaguars,,,2020,"$11,500,000"
29,"$12,000,000","$53,500,000","$15,000,000",,"$6,000,000",,,Andrew Norwell,,,,"$3,000,000",,Jaguars,,,2021,"$12,000,000"
30,"$13,000,000","$66,500,000","$16,000,000",,"$3,000,000",,,Andrew Norwell,,,,"$3,000,000",,Jaguars,,,2022,"$13,000,000"
32,"$9,500,000","$40,000,000","$21,000,000",,"$62,000,000",,,Kirk Cousins,,,,"$11,000,000",,Vikings,"$500,000",,2020,"$40,000,000"
33,"$21,000,000","$61,000,000","$31,000,000",,"$41,000,000",,,Kirk Cousins,,,,"$10,000,000",,Vikings,-,,2021,"$21,000,000"
34,"$35,000,000","$96,000,000","$45,000,000",,"$10,000,000",,,Kirk Cousins,,,,"$10,000,000",,Vikings,-,,2022,"$35,000,000"
26,"$1,000,000","$22,250,000","$7,250,000",,"$20,750,000",,,Za'Darius Smith,,"$500,000",,"$5,000,000",,Packers,"$750,000",,2019,"$22,250,000"
27,"$2,000,000","$34,500,000","$17,250,000",,"$24,500,000",,,Za'Darius Smith,,"$9,500,000",,"$5,000,000",,Packers,"$750,000",,2020,"$12,250,000"
28,"$9,500,000","$50,250,000","$20,750,000",,"$10,000,000",,,Za'Darius Smith,,"$5,500,000",,"$5,000,000",,Packers,"$750,000",,2021,"$15,750,000"
29,"$14,500,000","$66,000,000","$20,750,000",,"$5,000,000",,,Za'Darius Smith,,"$500,000",,"$5,000,000",,Packers,"$750,000",,2022,"$15,750,000"
26,"$5,000,000","$15,250,000","$15,250,000",,"$36,500,000",,,Trenton Brown,,"$10,000,000",,,,Raiders,"$250,000",,2019,"$15,250,000"
27,"$21,250,000","$36,750,000","$21,500,000",,"$21,250,000",,,Trenton Brown,,-,,,,Raiders,"$250,000",,2020,"$21,500,000"
28,"$13,750,000","$50,750,000","$14,000,000",,-,,,Trenton Brown,,-,,,,Raiders,"$250,000",,2021,"$14,000,000"
29,"$15,000,000","$66,000,000","$15,250,000",,-,,,Trenton Brown,,-,,,,Raiders,"$250,000",,2022,"$15,250,000"
30,"$1,500,000","$26,516,985","$10,366,667",,"$69,333,335",,-,Julio Jones,"$1,466,667",,,"$7,400,000",,Falcons,,,2019,"$26,516,985"
31,"$11,200,000","$48,716,985","$20,416,668",,"$58,966,668",,"$2,750,000",Julio Jones,"$1,466,668",,,"$5,000,000",,Falcons,,,2020,"$22,200,000"
32,"$15,300,000","$64,016,985","$23,050,000",,"$38,550,000",,"$2,750,000",Julio Jones,-,,,"$5,000,000",,Falcons,,,2021,"$15,300,000"
33,"$11,513,000","$75,529,985","$19,263,000",,"$15,500,000",,"$2,750,000",Julio Jones,-,,,"$5,000,000",,Falcons,,,2022,"$11,513,000"
34,"$11,513,000","$87,042,985","$19,263,000",,"$7,750,000",,"$2,750,000",Julio Jones,-,,,"$5,000,000",,Falcons,,,2023,"$11,513,000"
30,"$8,000,000","$25,500,000","$15,100,000",,"$25,300,000",,,Geno Atkins,,"$4,200,000",,"$2,600,000",,Bengals,"$300,000",,2018,"$25,500,000"
31,"$8,000,000","$37,512,291","$14,600,000",,"$14,200,000",,,Geno Atkins,,"$3,700,000",,"$2,600,000",,Bengals,"$300,000",,2019,"$12,012,291"
32,"$11,100,000","$49,112,291","$14,200,000",,"$7,800,000",,,Geno Atkins,,"$200,000",,"$2,600,000",,Bengals,"$300,000",,2020,"$11,600,000"
